institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
Jyske,10,86.97,0.0,-0.5,DK0009404451
Jyske,10,87.019,0.0,0.0,DK0009403800
Jyske,10,94.076,0.0,2.0,DK0009408957
Jyske,15,81.905,0.0,0.0,DK0009404022
Jyske,15,84.301,0.0,0.5,DK0009403990
Jyske,15,86.0,0.0,1.5,DK0009407710
Jyske,20,73.537,0.0,0.0,DK0009405342
Jyske,20,76.465,0.0,0.5,DK0009399784
Jyske,20,79.709,0.0,1.0,DK0009405698
Jyske,20,83.335,0.0,1.5,DK0009407041
Jyske,20,85.881,0.0,2.0,DK0009407553
Jyske,20,91.215,0.0,3.0,DK0009408874
Jyske,20,95.9,0.0,4.0,DK0009410268
Jyske,30,67.507,0.0,0.5,DK0009399867
Jyske,30,66.396,10.0,0.5,DK0009404535
Jyske,30,73.298,0.0,1.0,DK0009399941
Jyske,30,68.45,10.0,1.0,DK0009403131
Jyske,30,62.933,30.0,1.0,DK0009405185
Jyske,30,77.574,0.0,1.5,DK0009403644
Jyske,30,73.759,10.0,1.5,DK0009403727
Jyske,30,70.071,30.0,1.5,DK0009405508
Jyske,30,82.395,0.0,2.0,DK0009407124
Jyske,30,79.755,10.0,2.0,DK0009406746
Jyske,30,76.67,30.0,2.0,DK0009406076
Jyske,30,85.889,0.0,2.5,DK0009407470
Jyske,30,83.995,10.0,2.5,DK0009407397
Jyske,30,81.072,30.0,2.5,DK0009407207
Jyske,30,88.834,0.0,3.0,DK0009408288
Jyske,30,87.227,10.0,3.0,DK0009408015
Jyske,30,84.042,30.0,3.0,DK0009407983
Jyske,30,90.645,10.0,3.5,DK0009408791
Jyske,30,94.533,0.0,4.0,DK0009409252
Jyske,30,93.404,10.0,4.0,DK0009409179
Jyske,30,91.417,30.0,4.0,DK0009409096
Jyske,30,97.977,0.0,5.0,DK0009409922
Jyske,30,97.268,10.0,5.0,DK0009409419
Jyske,30,96.314,30.0,5.0,DK0009409336
Nordea,30,97.05,30.0,5.0,DK0002055839
Nordea,30,91.575,30.0,4.0,DK0002054519
Nordea,30,84.2,30.0,3.0,DK0002053628
Nordea,30,81.15,30.0,2.5,DK0002053115
Nordea,30,77.0,30.0,2.0,DK0002050871
Nordea,30,70.025,30.0,1.5,DK0002050012
Nordea,30,62.95,30.0,1.0,DK0002049006
Nordea,30,97.6,10.0,5.0,DK0002056050
Nordea,30,93.75,10.0,4.0,DK0002055086
Nordea,30,90.625,10.0,3.5,DK0002054782
Nordea,30,87.3,10.0,3.0,DK0002053701
Nordea,30,84.025,10.0,2.5,DK0002053388
Nordea,30,79.975,10.0,2.0,DK0002051093
Nordea,30,73.7,10.0,1.5,DK0002050442
Nordea,30,68.45,10.0,1.0,DK0002047307
Nordea,30,66.4,10.0,0.5,DK0002049196
Nordea,30,98.575,0.0,5.0,DK0002055912
Nordea,30,94.925,0.0,4.0,DK0002054949
Nordea,30,88.75,0.0,3.0,DK0002053891
Nordea,30,85.725,0.0,2.5,DK0002053461
Nordea,30,82.6,0.0,2.0,DK0002053032
Nordea,30,77.45,0.0,1.5,DK0002050368
Nordea,30,72.875,0.0,1.0,DK0002047224
Nordea,30,67.875,0.0,0.5,DK0002048701
Nordea,20,96.4,0.0,4.0,DK0002056134
Nordea,20,91.575,0.0,3.0,DK0002054436
Nordea,20,86.375,0.0,2.0,DK0002053545
Nordea,20,83.375,0.0,1.5,DK0002051176
Nordea,20,79.5,0.0,1.0,DK0002050285
Nordea,20,76.6,0.0,0.5,DK0002047141
Nordea,20,75.0,0.0,0.0,DK0002049279
Nordea,15,96.4,0.0,4.0,DK0002056134
Nordea,15,91.575,0.0,3.0,DK0002054436
Nordea,15,86.375,0.0,2.0,DK0002053545
Nordea,15,83.375,0.0,1.5,DK0002051176
Nordea,15,79.5,0.0,1.0,DK0002050285
Nordea,10,87.35,0.0,0.0,DK0002048628
