institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
Jyske,10,86.883,0.0,-0.5,DK0009404451
Jyske,10,86.895,0.0,0.0,DK0009403800
Jyske,10,94.019,0.0,2.0,DK0009408957
Jyske,15,81.755,0.0,0.0,DK0009404022
Jyske,15,84.201,0.0,0.5,DK0009403990
Jyske,15,85.9,0.0,1.5,DK0009407710
Jyske,20,73.351,0.0,0.0,DK0009405342
Jyske,20,76.269,0.0,0.5,DK0009399784
Jyske,20,79.573,0.0,1.0,DK0009405698
Jyske,20,83.219,0.0,1.5,DK0009407041
Jyske,20,85.749,0.0,2.0,DK0009407553
Jyske,20,91.107,0.0,3.0,DK0009408874
Jyske,20,95.8,0.0,4.0,DK0009410268
Jyske,30,67.311,0.0,0.5,DK0009399867
Jyske,30,66.212,10.0,0.5,DK0009404535
Jyske,30,73.102,0.0,1.0,DK0009399941
Jyske,30,68.254,10.0,1.0,DK0009403131
Jyske,30,62.792,30.0,1.0,DK0009405185
Jyske,30,77.419,0.0,1.5,DK0009403644
Jyske,30,73.593,10.0,1.5,DK0009403727
Jyske,30,69.926,30.0,1.5,DK0009405508
Jyske,30,82.289,0.0,2.0,DK0009407124
Jyske,30,79.619,10.0,2.0,DK0009406746
Jyske,30,76.559,30.0,2.0,DK0009406076
Jyske,30,85.748,0.0,2.5,DK0009407470
Jyske,30,83.839,10.0,2.5,DK0009407397
Jyske,30,80.921,30.0,2.5,DK0009407207
Jyske,30,88.698,0.0,3.0,DK0009408288
Jyske,30,87.091,10.0,3.0,DK0009408015
Jyske,30,83.928,30.0,3.0,DK0009407983
Jyske,30,90.538,10.0,3.5,DK0009408791
Jyske,30,94.423,0.0,4.0,DK0009409252
Jyske,30,93.294,10.0,4.0,DK0009409179
Jyske,30,91.325,30.0,4.0,DK0009409096
Jyske,30,97.812,0.0,5.0,DK0009409922
Jyske,30,97.168,10.0,5.0,DK0009409419
Jyske,30,96.199,30.0,5.0,DK0009409336
Nordea,30,96.775,30.0,5.0,DK0002055839
Nordea,30,91.3,30.0,4.0,DK0002054519
Nordea,30,83.925,30.0,3.0,DK0002053628
Nordea,30,80.875,30.0,2.5,DK0002053115
Nordea,30,76.725,30.0,2.0,DK0002050871
Nordea,30,69.75,30.0,1.5,DK0002050012
Nordea,30,62.675,30.0,1.0,DK0002049006
Nordea,30,97.55,10.0,5.0,DK0002056050
Nordea,30,93.7,10.0,4.0,DK0002055086
Nordea,30,90.55,10.0,3.5,DK0002054782
Nordea,30,87.075,10.0,3.0,DK0002053701
Nordea,30,83.825,10.0,2.5,DK0002053388
Nordea,30,79.775,10.0,2.0,DK0002051093
Nordea,30,73.5,10.0,1.5,DK0002050442
Nordea,30,68.175,10.0,1.0,DK0002047307
Nordea,30,66.225,10.0,0.5,DK0002049196
Nordea,30,98.525,0.0,5.0,DK0002055912
Nordea,30,94.875,0.0,4.0,DK0002054949
Nordea,30,88.525,0.0,3.0,DK0002053891
Nordea,30,85.5,0.0,2.5,DK0002053461
Nordea,30,82.4,0.0,2.0,DK0002053032
Nordea,30,77.25,0.0,1.5,DK0002050368
Nordea,30,72.7,0.0,1.0,DK0002047224
Nordea,30,67.7,0.0,0.5,DK0002048701
Nordea,20,96.025,0.0,4.0,DK0002056134
Nordea,20,91.25,0.0,3.0,DK0002054436
Nordea,20,86.15,0.0,2.0,DK0002053545
Nordea,20,83.15,0.0,1.5,DK0002051176
Nordea,20,79.275,0.0,1.0,DK0002050285
Nordea,20,76.425,0.0,0.5,DK0002047141
Nordea,20,74.825,0.0,0.0,DK0002049279
Nordea,15,96.025,0.0,4.0,DK0002056134
Nordea,15,91.25,0.0,3.0,DK0002054436
Nordea,15,86.15,0.0,2.0,DK0002053545
Nordea,15,83.15,0.0,1.5,DK0002051176
Nordea,15,79.275,0.0,1.0,DK0002050285
Nordea,10,87.25,0.0,0.0,DK0002048628
TotalKredit,30,98.05,0.0,5.0,DKK000953911
TotalKredit,30,94.6,0.0,4.0,DKK000953741
TotalKredit,30,91.7,0.0,3.5,DKK000953709
TotalKredit,30,88.55,0.0,3.0,DKK000953547
TotalKredit,30,85.45,0.0,2.5,DKK000953512
TotalKredit,30,82.4,0.0,2.0,DKK000952850
TotalKredit,30,77.0,0.0,1.5,DKK000952761
TotalKredit,30,72.4,0.0,1.0,DKK000952729
TotalKredit,30,67.4,0.0,0.5,DKK000953024
TotalKredit,30,97.1,10.0,5.0,DKK000953938
TotalKredit,30,93.3,10.0,4.0,DKK000953768
TotalKredit,30,90.2,10.0,3.5,DKK000953695
TotalKredit,30,86.85,10.0,3.0,DKK000953539
TotalKredit,30,83.55,10.0,2.5,DKK000953490
TotalKredit,30,79.6,10.0,2.0,DKK000952869
TotalKredit,30,73.4,10.0,1.5,DKK000952842
TotalKredit,30,68.25,10.0,1.0,DKK000952737
TotalKredit,30,66.15,10.0,0.5,DKK000953091
TotalKredit,30,96.45,30.0,5.0,DKK000953946
TotalKredit,30,91.25,30.0,4.0,DKK000953687
TotalKredit,30,83.95,30.0,3.0,DKK000953520
TotalKredit,30,80.6,30.0,2.5,DKK000953482
TotalKredit,30,76.6,30.0,2.0,DKK000953288
TotalKredit,30,70.0,30.0,1.5,DKK000953202
TotalKredit,30,62.9,30.0,1.0,DKK000953105
TotalKredit,20,95.8,0.0,4.0,DKK000953954
TotalKredit,20,91.05,0.0,3.0,DKK000953717
TotalKredit,20,85.9,0.0,2.0,DKK000953555
TotalKredit,20,83.0,0.0,1.5,DKK000953423
TotalKredit,20,79.2,0.0,1.0,DKK000952931
TotalKredit,20,75.85,0.0,0.5,DKK000952710
TotalKredit,10,97.4,0.0,3.0,DKK000953962
TotalKredit,10,94.15,0.0,2.0,DKK000953725
TotalKredit,10,90.7,0.0,1.0,DKK000953571
TotalKredit,10,87.3,0.0,0.0,DKK000952966
TotalKredit,10,86.7,0.0,-0.5,DKK000953059
