institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
Jyske,10,86.903,0.0,-0.5,DK0009404451
Jyske,10,86.765,0.0,0.0,DK0009403800
Jyske,10,93.9,0.0,2.0,DK0009408957
Jyske,15,81.509,0.0,0.0,DK0009404022
Jyske,15,83.931,0.0,0.5,DK0009403990
Jyske,15,85.65,0.0,1.5,DK0009407710
Jyske,20,72.981,0.0,0.0,DK0009405342
Jyske,20,75.969,0.0,0.5,DK0009399784
Jyske,20,79.158,0.0,1.0,DK0009405698
Jyske,20,82.845,0.0,1.5,DK0009407041
Jyske,20,85.444,0.0,2.0,DK0009407553
Jyske,20,90.791,0.0,3.0,DK0009408874
Jyske,20,95.15,0.0,4.0,DK0009410268
Jyske,30,66.897,0.0,0.5,DK0009399867
Jyske,30,65.761,10.0,0.5,DK0009404535
Jyske,30,72.678,0.0,1.0,DK0009399941
Jyske,30,67.776,10.0,1.0,DK0009403131
Jyske,30,62.273,30.0,1.0,DK0009405185
Jyske,30,76.974,0.0,1.5,DK0009403644
Jyske,30,73.114,10.0,1.5,DK0009403727
Jyske,30,69.45,30.0,1.5,DK0009405508
Jyske,30,81.87,0.0,2.0,DK0009407124
Jyske,30,79.175,10.0,2.0,DK0009406746
Jyske,30,76.095,30.0,2.0,DK0009406076
Jyske,30,85.339,0.0,2.5,DK0009407470
Jyske,30,83.425,10.0,2.5,DK0009407397
Jyske,30,80.477,30.0,2.5,DK0009407207
Jyske,30,88.324,0.0,3.0,DK0009408288
Jyske,30,86.717,10.0,3.0,DK0009408015
Jyske,30,83.502,30.0,3.0,DK0009407983
Jyske,30,90.218,10.0,3.5,DK0009408791
Jyske,30,94.104,0.0,4.0,DK0009409252
Jyske,30,92.975,10.0,4.0,DK0009409179
Jyske,30,90.834,30.0,4.0,DK0009409096
Jyske,30,97.457,0.0,5.0,DK0009409922
Jyske,30,96.782,10.0,5.0,DK0009409419
Jyske,30,95.8,30.0,5.0,DK0009409336
RealKreditDanmark,30,67.8,10.0,1.0,DK0004616018
RealKreditDanmark,30,72.25,0.0,1.0,DK0004616281
RealKreditDanmark,20,76.0,0.0,0.5,DK0004616364
RealKreditDanmark,15,83.914,0.0,0.5,DK0004616448
RealKreditDanmark,10,87.64,0.0,0.0,DK0004616521
RealKreditDanmark,30,67.1,0.0,0.5,DK0004616604
RealKreditDanmark,30,62.5,29.75,1.0,DK0004616794
RealKreditDanmark,15,81.76,0.0,0.0,DK0004616877
RealKreditDanmark,10,87.19,0.0,-0.5,DK0004616950
RealKreditDanmark,0,66.075,10.0,0.5,DK0004618733
RealKreditDanmark,20,74.45,0.0,0.0,DK0004618816
RealKreditDanmark,30,69.725,29.75,1.5,DK0004619038
RealKreditDanmark,20,79.55,0.0,1.0,DK0004619111
RealKreditDanmark,30,73.025,10.0,1.5,DK0004619384
RealKreditDanmark,30,76.725,0.0,1.5,DK0004619467
RealKreditDanmark,30,76.475,29.75,2.0,DK0004619624
RealKreditDanmark,30,80.425,10.0,2.0,DK0004620127
RealKreditDanmark,30,82.225,0.0,2.0,DK0004622099
RealKreditDanmark,20,83.35,0.0,1.5,DK0004622172
RealKreditDanmark,20,86.4,0.0,2.0,DK0004622255
RealKreditDanmark,30,83.725,10.0,2.5,DK0004622339
RealKreditDanmark,30,80.725,30.0,2.5,DK0004622412
RealKreditDanmark,10,90.635,0.0,1.0,DK0004622685
RealKreditDanmark,15,86.873,0.0,1.5,DK0004622768
RealKreditDanmark,30,85.225,0.0,2.5,DK0004622842
RealKreditDanmark,30,88.525,0.0,3.0,DK0004622925
RealKreditDanmark,30,86.9,10.0,3.0,DK0004623063
RealKreditDanmark,30,83.9,29.75,3.0,DK0004623147
RealKreditDanmark,20,91.083,0.0,3.0,DK0004623220
RealKreditDanmark,30,91.075,29.75,4.0,DK0004623303
RealKreditDanmark,30,94.275,0.0,4.0,DK0004623659
RealKreditDanmark,30,93.05,10.0,4.0,DK0004623733
RealKreditDanmark,30,97.975,0.0,5.0,DK0004623816
RealKreditDanmark,30,97.075,10.0,5.0,DK0004624038
Nordea,30,96.375,30.0,5.0,DK0002055839
Nordea,30,90.9,30.0,4.0,DK0002054519
Nordea,30,83.525,30.0,3.0,DK0002053628
Nordea,30,80.475,30.0,2.5,DK0002053115
Nordea,30,76.325,30.0,2.0,DK0002050871
Nordea,30,69.35,30.0,1.5,DK0002050012
Nordea,30,62.275,30.0,1.0,DK0002049006
Nordea,30,97.05,10.0,5.0,DK0002056050
Nordea,30,93.275,10.0,4.0,DK0002055086
Nordea,30,90.225,10.0,3.5,DK0002054782
Nordea,30,86.825,10.0,3.0,DK0002053701
Nordea,30,83.475,10.0,2.5,DK0002053388
Nordea,30,79.425,10.0,2.0,DK0002051093
Nordea,30,73.0,10.0,1.5,DK0002050442
Nordea,30,67.775,10.0,1.0,DK0002047307
Nordea,30,65.775,10.0,0.5,DK0002049196
Nordea,30,98.025,0.0,5.0,DK0002055912
